neighbourhood,crime_type,year,count
Kensington-Cedar Cottage,Theft of Bicycle,2025,22
Kensington-Cedar Cottage,Theft of Vehicle,2003,435
Kensington-Cedar Cottage,Theft of Vehicle,2004,516
Kensington-Cedar Cottage,Theft of Vehicle,2005,409
Kensington-Cedar Cottage,Theft of Vehicle,2006,308
Kensington-Cedar Cottage,Theft of Vehicle,2007,239
Kensington-Cedar Cottage,Theft of Vehicle,2008,182
Kensington-Cedar Cottage,Theft of Vehicle,2009,143
Kensington-Cedar Cottage,Theft of Vehicle,2010,102
Kensington-Cedar Cottage,Theft of Vehicle,2011,69
Kensington-Cedar Cottage,Theft of Vehicle,2012,90
Kensington-Cedar Cottage,Theft of Vehicle,2013,75
Kensington-Cedar Cottage,Theft of Vehicle,2014,119
Kensington-Cedar Cottage,Theft of Vehicle,2015,93
Kensington-Cedar Cottage,Theft of Vehicle,2016,91
Kensington-Cedar Cottage,Theft of Vehicle,2017,97
Kensington-Cedar Cottage,Theft of Vehicle,2018,72
Kensington-Cedar Cottage,Theft of Vehicle,2019,84
Kensington-Cedar Cottage,Theft of Vehicle,2020,55
Kensington-Cedar Cottage,Theft of Vehicle,2021,60
Kensington-Cedar Cottage,Theft of Vehicle,2022,70
Kensington-Cedar Cottage,Theft of Vehicle,2023,52
Kensington-Cedar Cottage,Theft of Vehicle,2024,44
Kensington-Cedar Cottage,Theft of Vehicle,2025,21
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2003,1
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2004,1
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2005,4
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2007,2
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2010,1
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2012,1
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2013,1
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2017,2
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2018,3
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2019,2
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2021,2
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2023,1
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2024,2
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Fatality),2025,1
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2003,24
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2004,19
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2005,30
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2006,19
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2007,11
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2008,13
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2009,16
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2010,17
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2011,11
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2012,15
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2013,23
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2014,122
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2015,130
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2016,118
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2017,103
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2018,96
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2019,76
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2020,51
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2021,61
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2022,63
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2023,62
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2024,80
Kensington-Cedar Cottage,Vehicle Collision or Pedestrian Struck (with Injury),2025,34
Kerrisdale,Break and Enter Commercial,2003,41
Kerrisdale,Break and Enter Commercial,2004,25
Kerrisdale,Break and Enter Commercial,2005,34
Kerrisdale,Break and Enter Commercial,2006,31
Kerrisdale,Break and Enter Commercial,2007,11
Kerrisdale,Break and Enter Commercial,2008,26
Kerrisdale,Break and Enter Commercial,2009,13
Kerrisdale,Break and Enter Commercial,2010,18
Kerrisdale,Break and Enter Commercial,2011,11
Kerrisdale,Break and Enter Commercial,2012,15
Kerrisdale,Break and Enter Commercial,2013,18
Kerrisdale,Break and Enter Commercial,2014,32
Kerrisdale,Break and Enter Commercial,2015,18
Kerrisdale,Break and Enter Commercial,2016,16
Kerrisdale,Break and Enter Commercial,2017,30
Kerrisdale,Break and Enter Commercial,2018,23
Kerrisdale,Break and Enter Commercial,2019,26
Kerrisdale,Break and Enter Commercial,2020,32
Kerrisdale,Break and Enter Commercial,2021,18
Kerrisdale,Break and Enter Commercial,2022,24
Kerrisdale,Break and Enter Commercial,2023,12
Kerrisdale,Break and Enter Commercial,2024,16
Kerrisdale,Break and Enter Commercial,2025,2
Kerrisdale,Break and Enter Residential/Other,2003,169
Kerrisdale,Break and Enter Residential/Other,2004,169
Kerrisdale,Break and Enter Residential/Other,2005,136
Kerrisdale,Break and Enter Residential/Other,2006,184
Kerrisdale,Break and Enter Residential/Other,2007,125
Kerrisdale,Break and Enter Residential/Other,2008,86
Kerrisdale,Break and Enter Residential/Other,2009,115
Kerrisdale,Break and Enter Residential/Other,2010,102
Kerrisdale,Break and Enter Residential/Other,2011,96
Kerrisdale,Break and Enter Residential/Other,2012,137
Kerrisdale,Break and Enter Residential/Other,2013,86
Kerrisdale,Break and Enter Residential/Other,2014,116
Kerrisdale,Break and Enter Residential/Other,2015,136
Kerrisdale,Break and Enter Residential/Other,2016,112
Kerrisdale,Break and Enter Residential/Other,2017,114
Kerrisdale,Break and Enter Residential/Other,2018,97
Kerrisdale,Break and Enter Residential/Other,2019,113
Kerrisdale,Break and Enter Residential/Other,2020,77
Kerrisdale,Break and Enter Residential/Other,2021,88
Kerrisdale,Break and Enter Residential/Other,2022,49
Kerrisdale,Break and Enter Residential/Other,2023,48
Kerrisdale,Break and Enter Residential/Other,2024,48
Kerrisdale,Break and Enter Residential/Other,2025,11
Kerrisdale,Homicide,2005,1
Kerrisdale,Homicide,2018,1
Kerrisdale,Homicide,2021,1
Kerrisdale,Mischief,2003,89
Kerrisdale,Mischief,2004,107
Kerrisdale,Mischief,2005,127
Kerrisdale,Mischief,2006,84
Kerrisdale,Mischief,2007,91
Kerrisdale,Mischief,2008,57
Kerrisdale,Mischief,2009,66
Kerrisdale,Mischief,2010,64
Kerrisdale,Mischief,2011,72
Kerrisdale,Mischief,2012,83
Kerrisdale,Mischief,2013,43
Kerrisdale,Mischief,2014,39
Kerrisdale,Mischief,2015,40
Kerrisdale,Mischief,2016,48
Kerrisdale,Mischief,2017,79
Kerrisdale,Mischief,2018,49
Kerrisdale,Mischief,2019,57
Kerrisdale,Mischief,2020,55
Kerrisdale,Mischief,2021,53
Kerrisdale,Mischief,2022,39
Kerrisdale,Mischief,2023,51
Kerrisdale,Mischief,2024,44
Kerrisdale,Mischief,2025,26
Kerrisdale,Offence Against a Person,2003,27
Kerrisdale,Offence Against a Person,2004,22
Kerrisdale,Offence Against a Person,2005,27
Kerrisdale,Offence Against a Person,2006,28
Kerrisdale,Offence Against a Person,2007,15
Kerrisdale,Offence Against a Person,2008,20
Kerrisdale,Offence Against a Person,2009,30
Kerrisdale,Offence Against a Person,2010,18
Kerrisdale,Offence Against a Person,2011,15
Kerrisdale,Offence Against a Person,2012,16
Kerrisdale,Offence Against a Person,2013,27
Kerrisdale,Offence Against a Person,2014,9
Kerrisdale,Offence Against a Person,2015,11
Kerrisdale,Offence Against a Person,2016,13
Kerrisdale,Offence Against a Person,2017,12
Kerrisdale,Offence Against a Person,2018,21
Kerrisdale,Offence Against a Person,2019,10
Kerrisdale,Offence Against a Person,2020,18
Kerrisdale,Offence Against a Person,2021,21
Kerrisdale,Offence Against a Person,2022,30
Kerrisdale,Offence Against a Person,2023,24
Kerrisdale,Offence Against a Person,2024,20
Kerrisdale,Offence Against a Person,2025,10
Kerrisdale,Other Theft,2003,109
Kerrisdale,Other Theft,2004,110
Kerrisdale,Other Theft,2005,109
Kerrisdale,Other Theft,2006,73
Kerrisdale,Other Theft,2007,74
Kerrisdale,Other Theft,2008,74
Kerrisdale,Other Theft,2009,91
Kerrisdale,Other Theft,2010,57
Kerrisdale,Other Theft,2011,49
Kerrisdale,Other Theft,2012,78
Kerrisdale,Other Theft,2013,62
Kerrisdale,Other Theft,2014,91
Kerrisdale,Other Theft,2015,90
Kerrisdale,Other Theft,2016,100
Kerrisdale,Other Theft,2017,45
Kerrisdale,Other Theft,2018,75
Kerrisdale,Other Theft,2019,94
Kerrisdale,Other Theft,2020,81
Kerrisdale,Other Theft,2021,71
Kerrisdale,Other Theft,2022,95
Kerrisdale,Other Theft,2023,132
Kerrisdale,Other Theft,2024,104
Kerrisdale,Other Theft,2025,70
Kerrisdale,Theft from Vehicle,2003,197
Kerrisdale,Theft from Vehicle,2004,374
Kerrisdale,Theft from Vehicle,2005,364
Kerrisdale,Theft from Vehicle,2006,263
Kerrisdale,Theft from Vehicle,2007,146
Kerrisdale,Theft from Vehicle,2008,104
Kerrisdale,Theft from Vehicle,2009,138
Kerrisdale,Theft from Vehicle,2010,122
Kerrisdale,Theft from Vehicle,2011,177
Kerrisdale,Theft from Vehicle,2012,226
Kerrisdale,Theft from Vehicle,2013,123
Kerrisdale,Theft from Vehicle,2014,140
Kerrisdale,Theft from Vehicle,2015,192
Kerrisdale,Theft from Vehicle,2016,179
Kerrisdale,Theft from Vehicle,2017,143
Kerrisdale,Theft from Vehicle,2018,172
Kerrisdale,Theft from Vehicle,2019,154
Kerrisdale,Theft from Vehicle,2020,143
Kerrisdale,Theft from Vehicle,2021,136
Kerrisdale,Theft from Vehicle,2022,57
Kerrisdale,Theft from Vehicle,2023,86
Kerrisdale,Theft from Vehicle,2024,81
Kerrisdale,Theft from Vehicle,2025,37
Kerrisdale,Theft of Bicycle,2003,8
Kerrisdale,Theft of Bicycle,2004,20
Kerrisdale,Theft of Bicycle,2005,13
Kerrisdale,Theft of Bicycle,2006,10
Kerrisdale,Theft of Bicycle,2007,19
Kerrisdale,Theft of Bicycle,2008,8
Kerrisdale,Theft of Bicycle,2009,8
Kerrisdale,Theft of Bicycle,2010,10
Kerrisdale,Theft of Bicycle,2011,7
Kerrisdale,Theft of Bicycle,2012,12
Kerrisdale,Theft of Bicycle,2013,9
Kerrisdale,Theft of Bicycle,2014,13
Kerrisdale,Theft of Bicycle,2015,18
Kerrisdale,Theft of Bicycle,2016,21
Kerrisdale,Theft of Bicycle,2017,5
Kerrisdale,Theft of Bicycle,2018,13
Kerrisdale,Theft of Bicycle,2019,19
Kerrisdale,Theft of Bicycle,2020,27
Kerrisdale,Theft of Bicycle,2021,15
Kerrisdale,Theft of Bicycle,2022,21
Kerrisdale,Theft of Bicycle,2023,5
Kerrisdale,Theft of Bicycle,2024,11
Kerrisdale,Theft of Bicycle,2025,1
Kerrisdale,Theft of Vehicle,2003,71
Kerrisdale,Theft of Vehicle,2004,88
Kerrisdale,Theft of Vehicle,2005,83
Kerrisdale,Theft of Vehicle,2006,44
Kerrisdale,Theft of Vehicle,2007,49
Kerrisdale,Theft of Vehicle,2008,29
Kerrisdale,Theft of Vehicle,2009,28
Kerrisdale,Theft of Vehicle,2010,31
Kerrisdale,Theft of Vehicle,2011,22
Kerrisdale,Theft of Vehicle,2012,10
Kerrisdale,Theft of Vehicle,2013,24
Kerrisdale,Theft of Vehicle,2014,24
Kerrisdale,Theft of Vehicle,2015,19
Kerrisdale,Theft of Vehicle,2016,19
Kerrisdale,Theft of Vehicle,2017,19
Kerrisdale,Theft of Vehicle,2018,11
Kerrisdale,Theft of Vehicle,2019,24
Kerrisdale,Theft of Vehicle,2020,11
Kerrisdale,Theft of Vehicle,2021,11
Kerrisdale,Theft of Vehicle,2022,6
Kerrisdale,Theft of Vehicle,2023,9
Kerrisdale,Theft of Vehicle,2024,9
Kerrisdale,Theft of Vehicle,2025,4
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Fatality),2003,2
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Fatality),2005,1
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Fatality),2007,2
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Fatality),2009,1
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Fatality),2016,1
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Fatality),2020,1
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Fatality),2021,1
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Fatality),2022,1
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2003,5
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2004,5
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2005,14
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2006,5
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2007,4
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2008,8
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2009,5
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2010,5
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2011,8
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2012,8
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2013,6
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2014,24
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2015,23
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2016,36
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2017,25
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2018,42
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2019,24
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2020,19
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2021,23
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2022,27
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2023,41
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2024,18
Kerrisdale,Vehicle Collision or Pedestrian Struck (with Injury),2025,14
Killarney,Break and Enter Commercial,2003,28
Killarney,Break and Enter Commercial,2004,31
Killarney,Break and Enter Commercial,2005,18
Killarney,Break and Enter Commercial,2006,31
Killarney,Break and Enter Commercial,2007,26
Killarney,Break and Enter Commercial,2008,21
Killarney,Break and Enter Commercial,2009,23
Killarney,Break and Enter Commercial,2010,17
Killarney,Break and Enter Commercial,2011,7
Killarney,Break and Enter Commercial,2012,10
Killarney,Break and Enter Commercial,2013,11
Killarney,Break and Enter Commercial,2014,24
Killarney,Break and Enter Commercial,2015,24
Killarney,Break and Enter Commercial,2016,17
Killarney,Break and Enter Commercial,2017,26
Killarney,Break and Enter Commercial,2018,34
Killarney,Break and Enter Commercial,2019,33
Killarney,Break and Enter Commercial,2020,34
Killarney,Break and Enter Commercial,2021,41
Killarney,Break and Enter Commercial,2022,28
Killarney,Break and Enter Commercial,2023,39
Killarney,Break and Enter Commercial,2024,20
Killarney,Break and Enter Commercial,2025,5
Killarney,Break and Enter Residential/Other,2003,199
Killarney,Break and Enter Residential/Other,2004,212
Killarney,Break and Enter Residential/Other,2005,241
Killarney,Break and Enter Residential/Other,2006,236
Killarney,Break and Enter Residential/Other,2007,157
Killarney,Break and Enter Residential/Other,2008,86
Killarney,Break and Enter Residential/Other,2009,81
Killarney,Break and Enter Residential/Other,2010,124
Killarney,Break and Enter Residential/Other,2011,187
Killarney,Break and Enter Residential/Other,2012,117
Killarney,Break and Enter Residential/Other,2013,92
Killarney,Break and Enter Residential/Other,2014,137
Killarney,Break and Enter Residential/Other,2015,100
Killarney,Break and Enter Residential/Other,2016,113
Killarney,Break and Enter Residential/Other,2017,70
Killarney,Break and Enter Residential/Other,2018,72
Killarney,Break and Enter Residential/Other,2019,45
Killarney,Break and Enter Residential/Other,2020,47
Killarney,Break and Enter Residential/Other,2021,35
Killarney,Break and Enter Residential/Other,2022,30
Killarney,Break and Enter Residential/Other,2023,27
Killarney,Break and Enter Residential/Other,2024,23
Killarney,Break and Enter Residential/Other,2025,13
Killarney,Homicide,2003,1
Killarney,Homicide,2004,2
Killarney,Homicide,2005,1
Killarney,Homicide,2006,1
Killarney,Homicide,2010,2
Killarney,Homicide,2011,1
Killarney,Homicide,2021,1
Killarney,Homicide,2023,1
Killarney,Mischief,2003,162
Killarney,Mischief,2004,197
Killarney,Mischief,2005,138
Killarney,Mischief,2006,142
Killarney,Mischief,2007,126
Killarney,Mischief,2008,146
Killarney,Mischief,2009,128
Killarney,Mischief,2010,91
Killarney,Mischief,2011,101
Killarney,Mischief,2012,125
Killarney,Mischief,2013,96
Killarney,Mischief,2014,90
Killarney,Mischief,2015,80
Killarney,Mischief,2016,95
Killarney,Mischief,2017,99
Killarney,Mischief,2018,90
Killarney,Mischief,2019,89
Killarney,Mischief,2020,74
Killarney,Mischief,2021,77
Killarney,Mischief,2022,96
Killarney,Mischief,2023,93
Killarney,Mischief,2024,68
Killarney,Mischief,2025,46
Killarney,Offence Against a Person,2003,65
Killarney,Offence Against a Person,2004,76
Killarney,Offence Against a Person,2005,73
Killarney,Offence Against a Person,2006,87
Killarney,Offence Against a Person,2007,92
Killarney,Offence Against a Person,2008,70
Killarney,Offence Against a Person,2009,58
Killarney,Offence Against a Person,2010,68
Killarney,Offence Against a Person,2011,71
Killarney,Offence Against a Person,2012,77
Killarney,Offence Against a Person,2013,58
Killarney,Offence Against a Person,2014,57
Killarney,Offence Against a Person,2015,54
Killarney,Offence Against a Person,2016,46
Killarney,Offence Against a Person,2017,63
Killarney,Offence Against a Person,2018,38
Killarney,Offence Against a Person,2019,54
Killarney,Offence Against a Person,2020,61
Killarney,Offence Against a Person,2021,56
Killarney,Offence Against a Person,2022,62
Killarney,Offence Against a Person,2023,59
Killarney,Offence Against a Person,2024,64
Killarney,Offence Against a Person,2025,20
Killarney,Other Theft,2003,97
Killarney,Other Theft,2004,119
Killarney,Other Theft,2005,79
Killarney,Other Theft,2006,98
Killarney,Other Theft,2007,110
Killarney,Other Theft,2008,98
Killarney,Other Theft,2009,110
Killarney,Other Theft,2010,86
Killarney,Other Theft,2011,73
Killarney,Other Theft,2012,90
Killarney,Other Theft,2013,93
Killarney,Other Theft,2014,95
Killarney,Other Theft,2015,92
Killarney,Other Theft,2016,89
Killarney,Other Theft,2017,119
Killarney,Other Theft,2018,112
Killarney,Other Theft,2019,150
Killarney,Other Theft,2020,117
Killarney,Other Theft,2021,106
Killarney,Other Theft,2022,121
Killarney,Other Theft,2023,135
Killarney,Other Theft,2024,139
Killarney,Other Theft,2025,70
Killarney,Theft from Vehicle,2003,289
Killarney,Theft from Vehicle,2004,416
Killarney,Theft from Vehicle,2005,437
